participantID,runID,backgroundCamera,gameDuration,score,
11,0,false,0,0,
11,0,false,11348,1,
11,0,false,14986,2,
11,0,false,17207,3,
11,0,false,19186,4,
11,0,false,21203,5,
11,0,false,22681,6,
11,0,false,24157,7,
11,0,false,26328,8,
11,0,false,28226,9,
11,0,false,29614,10,
11,0,false,31214,11,
11,0,false,32553,12,
11,0,false,34138,13,
11,0,false,35929,14,
11,0,false,37400,15,
11,0,false,38937,16,
11,0,false,40065,17,
11,0,false,41468,18,
11,0,false,43085,19,
11,0,false,44647,20,
11,0,false,46367,21,
11,0,false,47546,22,
11,0,false,49300,23,
11,0,false,50831,24,
11,0,false,51840,25,
11,0,false,53486,26,
11,0,false,54744,27,
11,0,false,55915,28,
11,0,false,56782,29,
11,0,false,63039,1,
11,0,false,64373,2,
11,0,false,65935,3,
11,0,false,67494,4,
11,0,false,68679,5,
11,0,false,70026,6,
11,0,false,71373,7,
11,0,false,73109,8,
11,0,false,75069,9,
11,0,false,77729,10,
11,0,false,79029,11,
11,0,false,79892,12,
11,0,false,81139,13,
11,0,false,82240,14,
11,0,false,83282,15,
11,0,false,84513,16,
11,0,false,85755,17,
11,0,false,86752,18,
11,1,false,0,0,
11,1,false,4739,1,
11,1,false,6386,2,
11,1,false,8144,3,
11,1,false,9629,4,
11,1,false,12453,5,
11,1,false,15147,6,
11,1,false,16250,7,
11,1,false,18615,8,
11,1,false,20148,9,
11,1,false,21667,10,
11,1,false,24016,11,
11,1,false,25551,12,
11,1,false,28089,13,
11,1,false,29934,14,
11,1,false,31660,15,
11,1,false,34541,16,
11,1,false,35779,17,
11,1,false,37811,18,
11,1,false,39402,19,
11,1,false,40643,20,
11,1,false,44771,21,
11,1,false,45820,22,
11,1,false,47038,23,
11,1,false,48211,24,
11,1,false,49977,25,
11,1,false,51228,26,
11,1,false,52667,27,
11,1,false,54278,28,
11,1,false,55626,29,
11,1,false,57687,30,
11,1,false,61403,31,
11,1,false,62319,32,
11,1,false,63410,33,
11,1,false,64604,34,
11,1,false,65474,35,
11,1,false,66403,36,
11,1,false,67411,37,
11,2,true,0,0,
11,2,true,9405,1,
11,2,true,12244,2,
11,2,true,13818,3,
11,2,true,16726,4,
11,2,true,19939,5,
11,2,true,22625,6,
11,2,true,25470,7,
11,2,true,27087,8,
11,2,true,32136,9,
11,2,true,33304,10,
11,2,true,35154,11,
11,2,true,36897,12,
11,2,true,38789,13,
11,2,true,45624,14,
11,2,true,51496,15,
11,2,true,52326,16,
11,2,true,53223,17,
11,2,true,54296,18,
11,2,true,55251,19,
11,2,true,56189,20,
11,2,true,61011,1,
11,2,true,64647,2,
11,2,true,66942,3,
11,2,true,67897,4,
11,2,true,68961,5,
11,2,true,70052,6,
11,2,true,72032,7,
11,2,true,73151,8,
