participantID,runID,backgroundCamera,gameDuration,score,
6,0,false,0,0,
6,0,false,11184,1,
6,0,false,16465,2,
6,0,false,18737,3,
6,0,false,20836,4,
6,0,false,22423,5,
6,0,false,24152,6,
6,0,false,26409,7,
6,0,false,28484,8,
6,0,false,30042,9,
6,0,false,32059,10,
6,0,false,33864,11,
6,0,false,35400,12,
6,0,false,37342,13,
6,0,false,38332,14,
6,0,false,39718,15,
6,0,false,41845,16,
6,0,false,43570,17,
6,0,false,44689,18,
6,0,false,46227,19,
6,0,false,47281,20,
6,0,false,48111,21,
6,0,false,49960,22,
6,0,false,55483,1,
6,0,false,57400,2,
6,0,false,58790,3,
6,0,false,60341,4,
6,0,false,61730,5,
6,0,false,63223,6,
6,0,false,65373,7,
6,0,false,68191,8,
6,0,false,70711,9,
6,0,false,72901,10,
6,0,false,74762,11,
6,0,false,77621,12,
6,0,false,79889,13,
6,0,false,83103,14,
6,0,false,84484,15,
6,0,false,86457,16,
6,0,false,87693,17,
6,0,false,89269,18,
6,0,false,91101,19,
6,0,false,92490,20,
6,1,true,0,0,
6,1,true,20094,1,
6,1,true,22276,2,
6,1,true,24681,3,
6,1,true,26635,4,
6,1,true,29110,5,
6,1,true,31676,6,
6,1,true,33084,7,
6,1,true,35933,8,
6,1,true,38104,9,
6,1,true,40091,10,
6,1,true,42254,11,
6,1,true,45256,12,
6,1,true,47457,13,
6,1,true,50242,14,
6,1,true,53794,15,
6,1,true,55188,16,
6,1,true,57539,17,
6,1,true,59635,18,
6,1,true,61773,19,
6,1,true,64238,20,
6,1,true,66663,21,
6,1,true,69276,22,
6,1,true,72038,23,
6,1,true,73785,24,
6,1,true,75301,25,
6,2,false,0,0,
6,2,false,5997,1,
6,2,false,9413,2,
6,2,false,12228,3,
6,2,false,15772,4,
6,2,false,17905,5,
6,2,false,21073,6,
6,2,false,24307,7,
6,2,false,27310,8,
6,2,false,30935,9,
6,2,false,35741,10,
6,2,false,40988,11,
6,2,false,44631,12,
6,2,false,48994,13,
6,2,false,50140,14,
6,2,false,53079,15,
6,2,false,56973,16,
