participantID,runID,backgroundCamera,gameDuration,score,
3,0,false,0,0,
3,0,false,18994,1,
3,0,false,21737,2,
3,0,false,23533,3,
3,0,false,26447,4,
3,0,false,27900,5,
3,0,false,29501,6,
3,0,false,31531,7,
3,0,false,33303,8,
3,0,false,35110,9,
3,0,false,36619,10,
3,0,false,39025,11,
3,0,false,40126,12,
3,0,false,41911,13,
3,0,false,43367,14,
3,0,false,44536,15,
3,0,false,46442,16,
3,0,false,48168,17,
3,0,false,49671,18,
3,0,false,51410,19,
3,0,false,52739,20,
3,0,false,54448,21,
3,0,false,55173,22,
3,0,false,56783,23,
3,0,false,57769,24,
3,0,false,59180,25,
3,0,false,60004,26,
3,0,false,67070,1,
3,0,false,68531,2,
3,0,false,70021,3,
3,0,false,71205,4,
3,0,false,72820,5,
3,0,false,74161,6,
3,0,false,76057,7,
3,0,false,78157,8,
3,0,false,79456,9,
3,0,false,81241,10,
3,0,false,82743,11,
3,0,false,83846,12,
3,0,false,85059,13,
3,0,false,86333,14,
3,0,false,87825,15,
3,1,false,0,0,
3,1,false,4419,1,
3,1,false,6711,2,
3,1,false,9966,3,
3,1,false,12048,4,
3,1,false,13739,5,
3,1,false,15911,6,
3,1,false,17727,7,
3,1,false,19936,8,
3,1,false,22038,9,
3,1,false,23714,10,
3,1,false,25737,11,
3,1,false,27157,12,
3,1,false,29070,13,
3,1,false,30315,14,
3,1,false,32319,15,
3,1,false,33676,16,
3,1,false,35256,17,
3,1,false,37273,18,
3,1,false,39264,19,
3,1,false,42686,1,
3,1,false,44794,2,
3,1,false,46436,3,
3,1,false,48178,4,
3,1,false,49345,5,
3,2,true,0,0,
3,2,true,8201,1,
3,2,true,9919,2,
3,2,true,12010,3,
3,2,true,13576,4,
3,2,true,15078,5,
3,2,true,16947,6,
3,2,true,20162,7,
3,2,true,21480,8,
3,2,true,23461,9,
3,2,true,25095,10,
3,2,true,26697,11,
3,2,true,29280,12,
3,2,true,31129,13,
3,2,true,33928,14,
3,2,true,35844,15,
3,2,true,37408,16,
3,2,true,39355,17,
3,2,true,41199,18,
3,2,true,42276,19,
3,2,true,43614,20,
3,2,true,44678,21,
3,2,true,46726,22,
3,2,true,48146,23,
3,2,true,49553,24,
3,2,true,52166,1,
3,2,true,53236,2,
3,2,true,54914,3,
3,2,true,55918,4,
