participantID,runID,backgroundCamera,gameDuration,score,
2,3,true,0,0,
2,0,false,0,0,
2,0,false,0,0,
2,0,false,3931,1,
2,0,false,6554,2,
2,0,false,8158,3,
2,0,false,9315,4,
2,0,false,10857,5,
2,0,false,12802,6,
2,0,false,14219,7,
2,0,false,15396,8,
2,0,false,16805,9,
2,0,false,18180,10,
2,0,false,20074,11,
2,0,false,20867,12,
2,0,false,21996,13,
2,0,false,23300,14,
2,0,false,25425,15,
2,0,false,27082,16,
2,0,false,29088,17,
2,0,false,30691,18,
2,0,false,32760,19,
2,0,false,34425,20,
2,0,false,35678,21,
2,0,false,37035,22,
2,0,false,38247,23,
2,0,false,39031,24,
2,0,false,40500,25,
2,0,false,41907,26,
2,0,false,43403,27,
2,0,false,45978,28,
2,0,false,46514,29,
2,0,false,47243,30,
2,0,false,48339,31,
2,0,false,49507,32,
2,0,false,50954,33,
2,0,false,52246,34,
2,0,false,53278,35,
2,0,false,54140,36,
2,0,false,54614,37,
2,0,false,61920,1,
2,0,false,63262,2,
2,0,false,64844,3,
2,0,false,65959,4,
2,0,false,68021,5,
2,0,false,70009,6,
2,0,false,71372,7,
2,0,false,72836,8,
2,0,false,74136,9,
2,0,false,75133,10,
2,0,false,76506,11,
2,0,false,77480,12,
2,0,false,79415,13,
2,0,false,80557,14,
2,1,true,0,0,
2,2,true,0,0,
2,3,false,0,0,
2,3,false,3973,1,
2,3,false,6065,2,
2,3,false,8577,3,
2,3,false,10371,4,
2,3,false,12959,5,
2,3,false,15341,6,
2,3,false,17937,7,
2,3,false,19693,8,
2,3,false,21498,9,
2,3,false,22486,10,
2,3,false,24269,11,
2,3,false,26087,12,
2,3,false,27523,13,
2,3,false,29391,14,
2,3,false,30631,15,
2,3,false,33419,16,
2,3,false,36050,17,
2,3,false,37559,18,
2,3,false,39827,19,
2,3,false,43269,1,
2,3,false,44846,2,
2,3,false,45548,3,
2,3,false,47172,4,
2,3,false,47916,5,
2,3,false,49194,6,
2,3,false,50204,7,
2,3,false,50826,8,
2,3,false,51492,9,
