participantID,runID,backgroundCamera,gameDuration,score,
13,0,false,0,0,
13,0,false,24767,1,
13,0,false,26145,2,
13,0,false,28281,3,
13,0,false,29713,4,
13,0,false,31125,5,
13,0,false,32354,6,
13,0,false,33843,7,
13,0,false,36455,8,
13,0,false,37975,9,
13,0,false,38842,10,
13,0,false,40069,11,
13,0,false,41286,12,
13,0,false,42112,13,
13,0,false,43918,14,
13,0,false,44815,15,
13,0,false,46450,16,
13,0,false,48259,17,
13,0,false,49327,18,
13,0,false,50612,19,
13,0,false,51910,20,
13,0,false,53262,21,
13,0,false,54383,22,
13,0,false,55146,23,
13,0,false,56128,24,
13,0,false,57006,25,
13,0,false,58317,26,
13,0,false,59183,27,
13,0,false,63646,1,
13,0,false,64712,2,
13,0,false,65465,3,
13,0,false,67060,4,
13,0,false,68564,5,
13,0,false,70152,6,
13,0,false,71742,7,
13,0,false,73561,8,
13,0,false,75411,9,
13,0,false,76275,10,
13,0,false,77116,11,
13,0,false,77875,12,
13,0,false,79505,13,
13,0,false,81080,14,
13,0,false,82257,15,
13,0,false,83677,16,
13,0,false,84740,17,
13,0,false,85602,18,
13,0,false,86753,19,
13,0,false,88390,20,
13,0,false,89727,21,
13,0,false,91776,22,
13,0,false,92888,23,
13,0,false,93971,24,
13,0,false,95151,25,
13,0,false,96185,26,
13,0,false,97463,27,
13,1,false,0,0,
13,1,false,10717,1,
13,1,false,11570,2,
13,1,false,13155,3,
13,1,false,14373,4,
13,1,false,15964,5,
13,1,false,17311,6,
13,1,false,19005,7,
13,1,false,20568,8,
13,1,false,22257,9,
13,1,false,23863,10,
13,1,false,25720,11,
13,1,false,27044,12,
13,1,false,28581,13,
13,1,false,29573,14,
13,1,false,30764,15,
13,1,false,32174,16,
13,1,false,33372,17,
13,1,false,34614,18,
13,1,false,36444,19,
13,1,false,37989,20,
13,1,false,38904,21,
13,1,false,39906,22,
13,1,false,41200,23,
13,1,false,43054,24,
13,1,false,44422,25,
13,1,false,45639,26,
13,1,false,46569,27,
13,1,false,48380,28,
13,1,false,49733,29,
13,1,false,50837,30,
13,1,false,51558,31,
13,1,false,52218,32,
13,1,false,53281,33,
13,1,false,54362,34,
13,1,false,55049,35,
13,1,false,56671,1,
13,1,false,57530,2,
13,1,false,58493,3,
13,1,false,59439,4,
13,1,false,62062,5,
13,1,false,62981,6,
13,1,false,63884,7,
13,1,false,65062,8,
13,1,false,65816,9,
13,1,false,66514,10,
13,1,false,67351,11,
13,1,false,68218,12,
13,1,false,70747,13,
13,1,false,71296,14,
13,1,false,72395,15,
13,1,false,73431,16,
13,1,false,74401,17,
13,1,false,75224,18,
13,1,false,76744,19,
13,2,true,0,0,
13,2,true,6889,1,
13,2,true,7952,2,
13,2,true,9218,3,
13,2,true,10070,4,
13,2,true,11068,5,
13,2,true,12214,6,
13,2,true,13695,7,
13,2,true,14780,8,
13,2,true,15545,9,
13,2,true,16394,10,
13,2,true,17205,11,
13,2,true,18797,12,
13,2,true,20038,13,
13,2,true,21375,14,
13,2,true,22634,15,
13,2,true,24100,16,
13,2,true,25257,17,
13,2,true,26754,18,
13,2,true,28408,1,
13,2,true,29266,2,
13,2,true,29998,3,
13,2,true,30555,4,
13,2,true,31599,5,
13,2,true,33268,6,
13,2,true,34000,7,
13,2,true,35099,8,
13,2,true,36029,9,
13,2,true,36916,10,
13,2,true,37581,11,
13,2,true,38145,12,
13,2,true,38578,13,
13,2,true,39276,14,
13,2,true,41022,1,
13,2,true,41594,2,
13,2,true,42179,3,
13,2,true,42657,4,
13,2,true,44133,5,
13,2,true,44863,6,
13,2,true,45414,7,
13,2,true,46007,8,
13,2,true,47056,9,
13,2,true,47973,10,
13,2,true,49568,11,
13,2,true,50622,12,
13,2,true,51568,13,
13,2,true,52256,14,
13,2,true,53366,15,
13,2,true,55151,1,
13,2,true,56113,2,
13,2,true,56792,3,
13,2,true,57626,4,
13,2,true,58216,5,
13,2,true,58909,6,
13,2,true,59509,7,
13,2,true,59968,8,
13,2,true,60615,9,
13,2,true,61066,10,
13,2,true,61546,11,
13,2,true,62026,12,
13,2,true,63654,1,
13,2,true,65174,2,
13,2,true,65714,3,
13,2,true,66749,4,
13,2,true,67276,5,
13,2,true,67850,6,
13,2,true,68308,7,
13,2,true,68756,8,
13,2,true,69081,9,
13,2,true,69610,10,
