participantID,runID,backgroundCamera,gameDuration,score,
9,0,false,0,0,
9,0,false,7344,1,
9,0,false,9946,2,
9,0,false,13338,3,
9,0,false,15968,4,
9,0,false,17955,5,
9,0,false,20314,6,
9,0,false,22014,7,
9,0,false,23356,8,
9,0,false,25769,9,
9,0,false,28064,10,
9,0,false,29278,11,
9,0,false,30971,12,
9,0,false,32664,13,
9,0,false,34656,14,
9,0,false,37019,15,
9,0,false,38249,16,
9,0,false,39881,17,
9,0,false,41366,18,
9,0,false,42956,19,
9,0,false,44339,20,
9,0,false,45337,21,
9,0,false,46964,22,
9,0,false,48607,23,
9,0,false,56653,1,
9,0,false,57608,2,
9,0,false,60200,3,
9,0,false,61923,4,
9,0,false,64640,5,
9,0,false,66355,6,
9,0,false,67839,7,
9,0,false,69403,8,
9,0,false,71359,9,
9,0,false,72802,10,
9,0,false,75150,11,
9,0,false,76994,12,
9,0,false,79443,13,
9,1,false,0,0,
9,1,false,5891,1,
9,1,false,8658,2,
9,1,false,11203,3,
9,1,false,13387,4,
9,1,false,16805,5,
9,1,false,19307,6,
9,1,false,21961,7,
9,1,false,23479,8,
9,1,false,25385,9,
9,1,false,27646,10,
9,1,false,28724,11,
9,1,false,31982,12,
9,1,false,34036,13,
9,1,false,36392,14,
9,1,false,37906,15,
9,1,false,39979,16,
9,1,false,42064,17,
9,1,false,44301,18,
9,1,false,47783,19,
9,1,false,49945,20,
9,1,false,52138,21,
9,1,false,53771,22,
9,1,false,55459,23,
9,1,false,58691,24,
9,1,false,60638,25,
9,1,false,64565,26,
9,1,false,65788,27,
9,2,true,0,0,
9,2,true,5264,1,
9,2,true,7123,2,
9,2,true,8896,3,
9,2,true,10675,4,
9,2,true,12831,5,
9,2,true,16063,6,
9,2,true,18451,7,
9,2,true,20249,8,
9,2,true,22468,9,
9,2,true,24154,10,
9,2,true,26186,11,
9,2,true,27533,12,
9,2,true,29585,13,
9,2,true,31547,14,
9,2,true,34177,15,
9,2,true,36445,16,
9,2,true,37357,17,
9,2,true,50204,1,
9,2,true,51166,2,
9,2,true,54034,3,
9,2,true,55196,4,
9,2,true,58156,5,
9,2,true,60261,6,
9,2,true,62433,7,
9,2,true,64650,8,
9,2,true,66384,9,
9,2,true,67127,10,
9,2,true,68086,11,
