participantID,runID,backgroundCamera,gameDuration,score,
7,0,false,0,0,
7,0,false,10332,1,
7,0,false,11897,2,
7,0,false,13671,3,
7,0,false,17471,4,
7,0,false,19005,5,
7,0,false,20113,6,
7,0,false,21444,7,
7,0,false,22593,8,
7,0,false,24148,9,
7,0,false,26235,10,
7,0,false,27362,11,
7,0,false,29234,12,
7,0,false,30639,13,
7,0,false,32150,14,
7,0,false,34076,15,
7,0,false,35592,16,
7,0,false,37982,17,
7,0,false,39459,18,
7,0,false,41618,19,
7,0,false,43506,20,
7,0,false,45987,21,
7,0,false,49496,22,
7,0,false,49724,23,
7,0,false,62921,1,
7,0,false,64689,2,
7,0,false,66847,3,
7,0,false,68753,4,
7,0,false,69913,5,
7,0,false,71078,6,
7,0,false,72823,7,
7,0,false,73720,8,
7,0,false,75383,9,
7,0,false,76651,10,
7,0,false,78167,11,
7,0,false,79847,12,
7,0,false,81145,13,
7,0,false,82577,14,
7,0,false,83411,15,
7,0,false,84617,16,
7,0,false,85544,17,
7,0,false,86704,18,
7,0,false,88284,19,
7,1,false,0,0,
7,1,false,5209,1,
7,1,false,6346,2,
7,1,false,8621,3,
7,1,false,10568,4,
7,1,false,11489,5,
7,1,false,12753,6,
7,1,false,16823,7,
7,1,false,18235,8,
7,1,false,20189,9,
7,1,false,21294,10,
7,1,false,23455,11,
7,1,false,24858,12,
7,1,false,26303,13,
7,1,false,27216,14,
7,1,false,29556,15,
7,1,false,30829,16,
7,1,false,31441,17,
7,1,false,33453,18,
7,1,false,34560,19,
7,1,false,36499,20,
7,1,false,38255,21,
7,1,false,41902,22,
7,1,false,44005,23,
7,1,false,44596,24,
7,1,false,45866,25,
7,1,false,48626,26,
7,1,false,49411,27,
7,1,false,50855,28,
7,1,false,52982,29,
7,1,false,54393,30,
7,1,false,55446,31,
7,1,false,57761,32,
7,1,false,58874,33,
7,1,false,60319,34,
7,1,false,62528,35,
7,2,true,0,0,
7,2,true,8581,1,
7,2,true,11513,2,
7,2,true,12944,3,
7,2,true,15430,4,
7,2,true,16599,5,
7,2,true,17822,6,
7,2,true,21116,7,
7,2,true,22284,8,
7,2,true,24140,9,
7,2,true,25850,10,
7,2,true,27490,11,
7,2,true,30434,12,
7,2,true,33194,13,
7,2,true,34207,14,
7,2,true,37187,15,
7,2,true,39274,16,
7,2,true,40733,17,
7,2,true,41901,18,
7,2,true,44578,19,
7,2,true,47578,20,
7,2,true,49519,21,
7,2,true,51563,22,
7,2,true,53515,23,
7,2,true,55776,24,
7,2,true,57850,25,
7,2,true,59824,26,
7,2,true,63119,27,
7,2,true,64001,28,
7,2,true,67278,29,
7,2,true,68466,30,
7,2,true,68868,31,
