participantID,runID,backgroundCamera,gameDuration,score,
8,0,false,0,0,
8,0,false,4960,1,
8,0,false,6865,2,
8,0,false,8462,3,
8,0,false,10323,4,
8,0,false,11960,5,
8,0,false,12851,6,
8,0,false,14345,7,
8,0,false,16172,8,
8,0,false,17124,9,
8,0,false,18356,10,
8,0,false,20941,11,
8,0,false,21915,12,
8,0,false,23082,13,
8,0,false,24448,14,
8,0,false,25803,15,
8,0,false,27465,16,
8,0,false,28518,17,
8,0,false,30912,18,
8,0,false,35469,1,
8,0,false,36606,2,
8,0,false,38746,3,
8,0,false,40773,4,
8,0,false,42731,5,
8,0,false,44615,6,
8,0,false,46944,7,
8,0,false,48729,8,
8,0,false,50619,9,
8,0,false,52802,10,
8,0,false,54625,11,
8,0,false,55782,12,
8,0,false,57156,13,
8,0,false,59616,14,
8,0,false,60808,15,
8,0,false,63216,16,
8,0,false,64477,17,
8,0,false,66540,18,
8,0,false,70020,19,
8,0,false,72703,20,
8,0,false,74179,21,
8,0,false,76007,22,
8,0,false,77428,23,
8,0,false,79759,24,
8,0,false,81093,25,
8,1,true,0,0,
8,1,true,17709,1,
8,1,true,19579,2,
8,1,true,21073,3,
8,1,true,23299,4,
8,1,true,26374,5,
8,1,true,29579,6,
8,1,true,32031,7,
8,1,true,33736,8,
8,1,true,37214,9,
8,1,true,39783,10,
8,1,true,42247,11,
8,1,true,45085,12,
8,1,true,49663,13,
8,1,true,52452,14,
8,1,true,55725,15,
8,1,true,57632,16,
8,1,true,59930,17,
8,1,true,61450,18,
8,1,true,65360,19,
8,1,true,66949,20,
8,1,true,70308,21,
8,1,true,72171,22,
8,1,true,74885,23,
8,1,true,76725,24,
8,1,true,78002,25,
8,1,true,81108,26,
8,1,true,83360,27,
8,1,true,86611,28,
8,1,true,88233,29,
8,2,false,0,0,
8,2,false,4812,1,
8,2,false,8406,2,
8,2,false,10639,3,
8,2,false,12596,4,
8,2,false,14459,5,
8,2,false,19170,6,
8,2,false,20519,7,
8,2,false,24680,8,
8,2,false,26517,9,
8,2,false,28884,10,
8,2,false,30943,11,
8,2,false,32824,12,
8,2,false,36454,13,
8,2,false,38465,14,
8,2,false,39290,15,
8,2,false,41301,16,
8,2,false,44077,17,
8,2,false,46207,18,
8,2,false,48000,19,
8,2,false,52649,1,
8,2,false,54269,2,
8,2,false,56266,3,
8,2,false,57309,4,
8,2,false,58793,5,
8,2,false,60560,6,
8,2,false,64124,7,
8,2,false,66788,8,
8,2,false,69826,9,
8,2,false,72007,10,
8,2,false,73869,11,
